Ticker,Last Price,Market Cap,PE Ratio,EPS,Revenue,Net Income,Dividend Yield,52 Week High,52 Week Low,Beta,Volume,Average Volume,Sector,Industry
NXPI,244.60000610351562,62166560768.0,25.16461,9.72,13276000000.0,2797000000.0,1.65,296.08,198.21,1.471,1778085.0,2547642.0,Technology,Semiconductors
XPEV,17.479999542236328,16850457600.0,,-1.21,30676067000.0,-10375775000.0,,18.29,6.551,2.766,4857660.0,10277761.0,Consumer Cyclical,Auto Manufacturers
AUR,8.119199752807617,14130898944.0,,-0.46,0.0,-748000000.0,,10.77,2.1,2.86,8057196.0,14253018.0,Technology,Information Technology Services
MRVL,108.05000305175781,93495664640.0,,-1.7,5507700000.0,-933400000.0,0.22,127.48,53.19,1.395,3625807.0,14774581.0,Technology,Semiconductors
CSX,32.125,61950492672.0,17.946928,1.79,14657000000.0,3715000000.0,1.6,40.12,31.43,1.224,3537724.0,12695703.0,Industrials,Railroads
INFY,21.28499984741211,88174174208.0,26.943037,0.79,18562000000.0,3167000000.0,2.34,23.63,16.04,0.636,6282270.0,8188415.0,Technology,Information Technology Services
EQT,51.880001068115234,30955968512.0,115.288895,0.45,5069982000.0,1735232000.0,1.16,56.66,30.02,1.089,2721430.0,7715983.0,Energy,Oil & Gas E&P
FOUR,100.03500366210938,8908937216.0,55.575005,1.8,2564800000.0,86200000.0,,127.5,55.87,1.724,1960526.0,1673827.0,Technology,Software - Infrastructure
KRYS,185.70989990234375,5349577728.0,62.110332,2.99,50699000.0,10932000.0,,219.34,107.5,,238442.0,262016.0,Healthcare,Biotechnology
PEN,303.9574890136719,11707196416.0,844.32635,0.36,1194615000.0,14012000.0,,310.0,148.0,0.536,229156.0,421189.0,Healthcare,Medical Devices
RBA,103.33000183105469,19129483264.0,51.407963,2.01,3679600000.0,206500000.0,1.11,106.9,67.15,0.954,383368.0,922208.0,Industrials,Specialty Business Services
VKTX,32.45000076293945,3620576512.0,,-1.01,0.0,-85895000.0,,99.41,28.64,0.893,2177444.0,3810691.0,Healthcare,Biotechnology
SSRM,10.555000305175781,2141174656.0,,-1.29,995618000.0,-261277000.0,4.91,10.91,3.91,,2013190.0,2670620.0,Basic Materials,Gold
HCM,15.34000015258789,2622158336.0,,-0.25,837999000.0,100780000.0,,21.92,12.84,0.732,49825.0,75647.0,Healthcare,Drug Manufacturers - Specialty & Generic
STM,27.790000915527344,24882694144.0,16.740965,1.66,17286000000.0,4211000000.0,1.36,49.05,21.36,1.194,10822291.0,6168072.0,Technology,Semiconductors
MCHP,63.66999816894531,34242934784.0,111.70175,0.57,7634400000.0,1906900000.0,2.86,100.57,50.21,1.495,5970104.0,9145374.0,Technology,Semiconductors
ADI,244.67999267578125,121355403264.0,77.92356,3.14,9427157000.0,1635273000.0,1.64,247.1,182.57,1.039,2402668.0,3434400.0,Technology,Semiconductors
CRK,19.46500015258789,5688860160.0,,-0.76,1565109000.0,211894000.0,,22.06,7.74,0.484,920793.0,2331076.0,Energy,Oil & Gas E&P
ENLT,18.110000610351562,2182073856.0,50.305553,0.36,255702000.0,70924000.0,,18.48,14.09,0.759,26352.0,21301.0,Utilities,Utilities - Renewable
NPO,206.31500244140625,4331026432.0,59.975292,3.44,1059300000.0,22200000.0,0.6,214.58,136.68,1.499,34535.0,116225.0,Industrials,Specialty Industrial Machinery
HBM,7.730800151824951,3060376320.0,32.21167,0.24,1690030000.0,66367000.0,0.16,10.49,5.22,1.837,2212871.0,5273788.0,Basic Materials,Copper
CNK,26.56999969482422,3249617152.0,12.898059,2.06,3066700000.0,188200000.0,4.48,36.28,15.75,2.395,2558349.0,2573371.0,Communication Services,Entertainment
WRD,28.479999542236328,7817560064.0,,-1.16,401844000.0,-1949101000.0,,44.0,12.22,,2192974.0,696579.0,Technology,Software - Application
HHH,73.55950164794922,3688089600.0,,-9.26,1024102000.0,-551773000.0,,87.77,56.24404,1.481,327798.0,370803.0,Real Estate,Real Estate - Diversified
OKLO,42.09000015258789,5757743616.0,,-0.12,0.0,-10023891.0,,59.14,5.35,-0.33,8823571.0,17812666.0,Utilities,Utilities - Regulated Electric
AXON,524.4400024414062,39991066624.0,135.8653,3.86,1563391000.0,174227000.0,,715.99,265.32,1.046,1259114.0,848601.0,Industrials,Aerospace & Defense
BRK-B,478.3800048828125,1031707754496.0,9.675971,49.44,439337000000.0,96223000000.0,,491.67,395.66,0.884,954531.0,3943923.0,Financial Services,Insurance - Diversified
UEC,6.105000019073486,2582952192.0,,-0.13,224000.0,-29221000.0,,8.93,4.06,1.881,2687079.0,7300335.0,Energy,Uranium
CLVT,4.96999979019165,3437440768.0,,-0.96,2628800000.0,-911200000.0,,9.07,4.22,,4991589.0,5127359.0,Technology,Information Technology Services
AGNC,10.484999656677246,9409239040.0,11.274193,0.93,251000000.0,155000000.0,13.75,10.85,8.92,1.47,5595363.0,17940320.0,Real Estate,REIT - Mortgage
MU,103.5999984741211,115428007936.0,29.684813,3.49,25111000000.0,778000000.0,0.44,157.54,83.54,1.18,6239348.0,24145049.0,Technology,Semiconductors
VZ,42.224998474121094,177760911360.0,10.199638,4.14,134788000000.0,17506000000.0,6.45,45.36,37.59,0.442,6232058.0,20499891.0,Communication Services,Telecom Services
CMCSA,36.3650016784668,137496788992.0,8.783817,4.14,123731000000.0,16192000000.0,3.62,45.31,32.5,1.001,7359235.0,23761857.0,Communication Services,Telecom Services
AMCR,10.255000114440918,14821961728.0,18.645454,0.55,13640000000.0,730000000.0,5.0,11.48,8.8,0.847,5885299.0,17511311.0,Consumer Cyclical,Packaging & Containers
MSTR,320.3699951171875,82713124864.0,,-6.05,463456000.0,-1166661000.0,,543.0,67.806,3.259,5974587.0,23063549.0,Technology,Software - Application
RKLB,24.610000610351562,11048905728.0,,-0.38,244592000.0,-182571000.0,,33.34,3.47,1.993,15514634.0,20678616.0,Industrials,Aerospace & Defense
HBAN,16.434999465942383,23892545536.0,13.471311,1.22,7385000000.0,1940000000.0,3.68,18.45,12.05,1.093,8068550.0,16731303.0,Financial Services,Banks - Regional
ET,19.844999313354492,68075204608.0,15.5,1.28,82671000000.0,4814000000.0,6.46,21.45,14.52,1.678,5727323.0,16113794.0,Energy,Oil & Gas Midstream
DKNG,48.2400016784668,23635478528.0,,-1.05,4767699000.0,-507285000.0,,53.61,28.69,1.923,5293259.0,8767218.0,Consumer Cyclical,Gambling
SNAP,10.67549991607666,18109491200.0,,-0.42,5361398000.0,-697856000.0,,17.33,8.29,0.997,7318845.0,29825288.0,Communication Services,Internet Content & Information
ON,55.810001373291016,23519506432.0,15.374656,3.63,7082300000.0,1572800000.0,,85.16,46.57,1.613,4089219.0,8012705.0,Technology,Semiconductors
CMG,52.522499084472656,71185842176.0,47.317566,1.11,11313853000.0,1534110000.0,,69.2614,47.98,1.269,3898208.0,9478137.0,Consumer Cyclical,Restaurants
LRCX,89.83000183105469,115311181824.0,27.303953,3.29,14905386000.0,3827772000.0,1.05,113.0,68.87,1.469,7888166.0,12029062.0,Technology,Semiconductor Equipment & Materials
UBER,80.3949966430664,167945961472.0,17.630482,4.56,43978000000.0,9856000000.0,,87.0,54.84,1.387,5604259.0,28201045.0,Technology,Software - Application
CLSK,9.9399995803833,2791231488.0,Infinity,0.0,378968000.0,-145777000.0,,24.72,8.04,4.252,9156452.0,30188842.0,Financial Services,Capital Markets
MRK,86.57499694824219,219003568128.0,12.844955,6.74,60115000000.0,365000000.0,3.79,134.63,81.04,0.396,4727766.0,13971562.0,Healthcare,Drug Manufacturers - General
TEVA,17.145000457763672,19645427712.0,,-1.45,16544000000.0,-1639000000.0,,22.8,12.51,0.712,5225282.0,12128713.0,Healthcare,Drug Manufacturers - Specialty & Generic
ABEV,1.9049999713897705,30685167616.0,12.699999,0.15,79736900000.0,14501900000.0,5.74,2.72,1.76,0.539,3382619.0,38220850.0,Consumer Defensive,Beverages - Brewers
CE,52.099998474121094,5695155200.0,,-13.86,10940000000.0,1960000000.0,0.22,172.16,51.8828,1.164,2220982.0,2638342.0,Basic Materials,Chemicals
UMC,6.530099868774414,16470283264.0,10.365238,0.63,222533000000.0,59688950000.0,7.04,9.0,5.61,1.168,3926279.0,11709816.0,Technology,Semiconductors
IREN,12.298500061035156,2637056512.0,,-0.3,188758000.0,-28955000.0,,15.92,4.15,3.61,7188210.0,16849835.0,Financial Services,Capital Markets
ETSY,50.875,5447287808.0,21.648937,2.35,2748377000.0,307568000.0,,74.82,47.1,1.999,2397646.0,3546296.0,Consumer Cyclical,Internet Retail
QS,5.126500129699707,2627182592.0,,-0.94,0.0,-445145000.0,,9.52,4.65,4.449,6344059.0,16292962.0,Consumer Cyclical,Auto Parts
NKE,76.46240234375,113097834496.0,23.599506,3.24,51362000000.0,5700000000.0,2.08,106.62,68.62,1.015,4255239.0,13070264.0,Consumer Cyclical,Footwear & Accessories
NGD,3.0327999591827393,2417972480.0,151.64,0.02,786500000.0,-64500000.0,,3.25,1.1,,10936514.0,10253755.0,Basic Materials,Gold
PARA,11.449899673461914,8101617152.0,,-9.06,29652000000.0,-608000000.0,1.75,14.54,9.54,1.71,3792473.0,9737223.0,Communication Services,Entertainment
APPN,36.13999938964844,2675400704.0,,-1.26,545363000.0,-111441000.0,,43.33,26.28,1.638,292872.0,414494.0,Technology,Software - Infrastructure
ITUB,5.75,53488340992.0,7.8767123,0.73,148380000000.0,33105000000.0,6.18,7.07,4.86,,6897295.0,28310427.0,Financial Services,Banks - Regional
CNH,13.234999656677246,16530249728.0,13.368687,0.99,24687000000.0,2371000000.0,3.49,13.51,9.28,1.625,4945029.0,12237686.0,Industrials,Farm & Heavy Construction Machinery
HL,5.724999904632568,3617232384.0,95.416664,0.06,929925000.0,35802000.0,0.28,7.68,3.4,1.905,10521517.0,14109618.0,Basic Materials,Other Precious Metals & Mining
TEM,73.80000305175781,11619515392.0,,-5.16,531822000.0,-214118000.0,,91.45,22.89,,14845075.0,9262267.0,Healthcare,Health Information Services
GOOGL,183.64999389648438,2248830877696.0,22.84204,8.04,350018000000.0,100118000000.0,0.43,207.05,130.67,0.991,7723505.0,28980776.0,Communication Services,Internet Content & Information
RIOT,11.515000343322754,3958634496.0,76.734,0.15,280678000.0,-49472000.0,,18.36,6.355,4.229,10957006.0,33458798.0,Financial Services,Capital Markets
JBLU,7.096700191497803,2506271744.0,,-2.3,9279000000.0,-795000000.0,,8.31,4.5,1.828,6332089.0,20778820.0,Industrials,Airlines
NBIS,44.83000183105469,9882004480.0,,-0.01,9039938989.94464,224494407.411592,,50.87,14.09,0.77,20587849.0,10326072.0,Communication Services,Internet Content & Information
CDE,6.25,3991543552.0,,-0.01,821206000.0,-103612000.0,,7.72,2.42,,12264808.0,12955386.0,Basic Materials,Gold
KGC,11.694999694824219,14443558912.0,15.188312,0.77,4239700000.0,416300000.0,1.06,12.29,4.75,1.266,10234566.0,19328855.0,Basic Materials,Gold
IBRX,3.6649999618530273,2676054784.0,,-0.9,622000.0,-583196000.0,,10.53,2.28,-0.194,3746084.0,6093125.0,Healthcare,Biotechnology
PR,14.53499984741211,11676895232.0,8.258523,1.76,3120893000.0,476306000.0,4.1,18.28,12.62,4.277,3859544.0,7407571.0,Energy,Oil & Gas E&P
GILD,109.13999938964844,136017903616.0,287.21054,0.38,27116000000.0,5665000000.0,2.94,109.4,62.07,0.199,2518998.0,6985167.0,Healthcare,Drug Manufacturers - General
GM,46.834999084472656,46600916992.0,7.352433,6.37,187442000000.0,6008000000.0,1.0,61.24,38.95,1.415,1672047.0,11078703.0,Consumer Cyclical,Auto Manufacturers
F,9.30270004272461,36879904768.0,6.3732877,1.46,184992000000.0,5879000000.0,8.03,14.85,9.1,1.644,17716108.0,67358391.0,Consumer Cyclical,Auto Manufacturers
STLA,13.984999656677246,41008631808.0,3.066886,4.56,189544000000.0,18596000000.0,11.96,29.51,12.12,1.209,3905230.0,9813011.0,Consumer Cyclical,Auto Manufacturers
HOOD,54.845001220703125,48563109888.0,35.157055,1.56,2951000000.0,1411000000.0,,66.91,13.595,2.138,19951352.0,24322879.0,Financial Services,Capital Markets
WFC,78.6050033569336,258527150080.0,14.637803,5.37,82597000000.0,19142000000.0,1.99,81.5,50.15,1.177,5536376.0,15616027.0,Financial Services,Banks - Diversified
HBI,6.175000190734863,2180448000.0,,-0.28,3507438000.0,-320431000.0,,9.1,4.4,1.637,2772936.0,6179861.0,Consumer Cyclical,Apparel Manufacturing
UPST,79.31829833984375,7432996864.0,,-1.44,628834000.0,-128581000.0,,96.429,20.6,2.256,3194383.0,6205216.0,Financial Services,Credit Services
KRYS,185.91000366210938,5355342336.0,62.177258,2.99,50699000.0,10932000.0,,219.34,107.5,,238659.0,262016.0,Healthcare,Biotechnology
MIRM,52.24869918823242,2508177920.0,,-2.08,186374000.0,-163415000.0,,53.755,23.14,0.963,162212.0,447803.0,Healthcare,Biotechnology
APG,40.46500015258789,11221833728.0,,-1.74,6928000000.0,153000000.0,,41.27,31.44,1.839,1048649.0,1247511.0,Industrials,Engineering & Construction
CRL,162.49000549316406,8309999104.0,812.45,0.2,4129409000.0,474624000.0,,275.0,150.79,1.371,471703.0,797816.0,Healthcare,Diagnostics & Research
FNMA,7.159999847412109,8291923968.0,Infinity,0.0,30852000000.0,16978000000.0,,8.0,1.02,1.98,3497610.0,17332518.0,Financial Services,Mortgage Finance
UPWK,17.0,2302820096.0,11.184211,1.52,769325000.0,215586000.0,,18.14,8.43,1.569,1338325.0,2319438.0,Communication Services,Internet Content & Information
TEO,11.880000114440918,3841369344.0,12.62766,0.94,2059101000000.0,-257730000000.0,,15.54,5.52,0.588,50624.0,254374.0,Communication Services,Telecom Services
GSAT,23.010000228881836,2861504768.0,,-0.3,223808000.0,-24718000.0,,41.1,15.0,1.029,417624.0,1136902.0,Communication Services,Telecom Services
MOH,294.3450012207031,16336147456.0,14.414544,20.42,40650000000.0,1179000000.0,,423.92,262.32,0.539,493439.0,650279.0,Healthcare,Healthcare Plans
CART,52.779998779296875,13558918144.0,5.0028434,10.55,3042000000.0,-1622000000.0,,53.44,28.56,,1579529.0,3816859.0,Consumer Cyclical,Internet Retail
MIR,16.475000381469727,3824391168.0,,-0.18,800900000.0,-96900000.0,,18.81,9.11,0.733,452684.0,2123577.0,Industrials,Specialty Industrial Machinery
ASTS,30.07830047607422,8714736640.0,,-2.26,0.0,-87561000.0,,39.08,1.97,1.616,6479058.0,9665883.0,Technology,Communication Equipment
POWI,66.19499969482422,3768679936.0,118.20535,0.56,418973000.0,32234000.0,1.3,79.13,56.63,1.11,199430.0,410744.0,Technology,Semiconductors
CPRI,22.389999389648438,2640004864.0,,-8.57,5170000000.0,-229000000.0,,47.17,18.7,2.058,795794.0,3414820.0,Consumer Cyclical,Luxury Goods
MRUS,46.52000045776367,3184931072.0,,-4.03,43947000.0,-154939000.0,,61.61,37.77,1.11,253965.0,608750.0,Healthcare,Biotechnology
DIOD,56.06999969482422,2597941760.0,59.021053,0.95,1311120000.0,44024000.0,,86.74,50.26,1.308,80381.0,438925.0,Technology,Semiconductors
PGNY,23.295000076293945,1983646080.0,38.824997,0.6,1088598000.0,62037000.0,,40.89,13.39,1.346,324833.0,1789601.0,Healthcare,Health Information Services
MTRN,101.81999969482422,2112897408.0,363.64285,0.28,1665187000.0,95702000.0,0.52,139.21,93.2,,23664.0,92038.0,Basic Materials,Other Industrial Metals & Mining
TMDX,77.07499694824219,2586752512.0,82.87634,0.93,241623000.0,-25028000.0,,177.37,55.0,2.11,624407.0,1989683.0,Healthcare,Medical Devices
ESI,27.389999389648438,6632844800.0,27.39,1.0,2333200000.0,118100000.0,1.16,29.78,23.09,1.299,767813.0,1286567.0,Basic Materials,Specialty Chemicals
FTAI,146.56370544433594,15030108160.0,,-0.08,1170896000.0,243817000.0,0.95,181.64,53.77,2.086,4423680.0,2846498.0,Industrials,Rental & Leasing Services
XIACF,6.53000020980835,161475149824.0,36.27778,0.18,270970141000.0,17475173000.0,,6.65,1.61,1.075,22775.0,129300.0,Technology,Consumer Electronics
MRX,38.36000061035156,2696358912.0,15.282868,2.51,2352300000.0,128000000.0,1.42,40.0538,18.13,,325273.0,334452.0,Financial Services,Capital Markets
LNW,105.01000213623047,9273212928.0,32.713394,3.21,2902000000.0,163000000.0,,115.0,84.0,1.724,195713.0,624671.0,Consumer Cyclical,Gambling
CSGP,78.36000061035156,32124465152.0,230.47058,0.34,2455000000.0,374700000.0,,100.38,68.26,0.869,1541493.0,2577833.0,Real Estate,Real Estate Services
GPOR,188.97500610351562,3350111232.0,16.028414,11.79,1051383000.0,1470916000.0,,201.18,130.02,0.651,43266.0,261488.0,Energy,Oil & Gas E&P
KTB,89.06999969482422,4911453184.0,20.106096,4.43,2607472000.0,230994000.0,2.33,96.8,52.95,1.222,338234.0,491147.0,Consumer Cyclical,Apparel Manufacturing
GKOS,159.5850067138672,8799101952.0,,-2.92,314711000.0,-134661000.0,,163.71,83.9,1.047,280806.0,566200.0,Healthcare,Medical Devices
ALGM,27.389999389648438,5043183616.0,,-0.35,1049367000.0,152697000.0,,33.26,18.59,1.659,966929.0,2373855.0,Technology,Semiconductors
TOELY,83.83499908447266,76805603328.0,22.355999,3.75,1830527000000.0,363963000000.0,1.92,134.91,68.83,1.223,12707.0,151069.0,Technology,Semiconductor Equipment & Materials
TFX,175.28500366210938,8140883968.0,34.84791,5.03,2974489000.0,356328000.0,0.78,249.91,165.62,1.155,363617.0,487938.0,Healthcare,Medical Instruments & Supplies
FMCC,6.25,4062875136.0,Infinity,0.0,23912000000.0,11858000000.0,,7.15,0.94,2.099,1061772.0,7205603.0,Financial Services,Mortgage Finance
VSH,18.954999923706055,2569672704.0,,-0.23,2937587000.0,-31150000.0,2.09,24.69,14.95,1.133,552152.0,2387154.0,Technology,Semiconductors
IEP,10.194999694824219,5138310656.0,,-1.03,11847000000.0,-684000000.0,19.51,20.25,8.53,0.738,375549.0,998306.0,Energy,Oil & Gas Refining & Marketing
RDNT,64.06999969482422,4742891008.0,,-0.07,1616630000.0,3044000.0,,93.65,36.47,1.793,250529.0,640567.0,Healthcare,Diagnostics & Research
EXEL,34.61000061035156,9686681600.0,19.664774,1.76,2168701000.0,521267000.0,,37.59,20.14,0.531,395088.0,2308291.0,Healthcare,Biotechnology
FUN,46.57500076293945,4663508480.0,19.40625,2.4,1798668000.0,124559000.0,2.54,58.7,35.93,1.567,193300.0,1164823.0,Consumer Cyclical,Leisure
VIST,54.70000076293945,5207216128.0,10.559846,5.18,1168774000.0,396955000.0,,61.67,35.18,-0.178,425702.0,979418.0,Energy,Oil & Gas E&P
RNECY,8.899999618530273,31946817536.0,22.249998,0.4,1469415000000.0,337086000000.0,1.41,10.68,6.0,1.073,9161.0,734010.0,Technology,Semiconductors
GIL,54.02000045776367,8226544128.0,21.959349,2.46,3195911000.0,533580000.0,1.68,54.385,32.23,,200753.0,505908.0,Consumer Cyclical,Apparel Manufacturing
AEIS,130.06500244140625,4906272768.0,87.29195,1.49,1482042000.0,54214000.0,0.3,132.16,89.12,1.45,144225.0,247318.0,Industrials,Electrical Equipment & Parts
DFS,197.5,49633923072.0,11.145598,17.72,15794000000.0,2796000000.0,1.38,205.76,118.74,1.452,496752.0,1459325.0,Financial Services,Credit Services
RGEN,159.0800018310547,8912727040.0,,-0.03,632362000.0,35596000.0,,203.13,113.5,0.988,709021.0,527010.0,Healthcare,Medical Instruments & Supplies
CW,329.19000244140625,12396900352.0,31.232449,10.54,3121189000.0,404978000.0,0.25,393.4,234.37,1.187,93285.0,285211.0,Industrials,Aerospace & Defense
MMYT,101.63500213623047,11157693440.0,53.212044,1.91,782524000.0,216801000.0,,123.0,56.72,1.286,309642.0,641844.0,Consumer Cyclical,Travel Services
VCYT,40.845001220703125,3165471232.0,,-0.13,361051000.0,-74404000.0,,47.316,18.61,1.711,176947.0,758283.0,Healthcare,Diagnostics & Research
CTRA,28.405000686645508,20918720512.0,17.215153,1.65,5914000000.0,1625000000.0,2.93,29.95,22.3,0.239,958732.0,5998733.0,Energy,Oil & Gas E&P
SAABY,13.739999771118164,14480035840.0,38.166664,0.36,63751000000.0,4171000000.0,0.55,14.0,9.68,0.465,13201.0,92644.0,Industrials,Aerospace & Defense
CNC,58.439998626708984,28988811264.0,9.26149,6.31,163071000000.0,3305000000.0,,81.42,55.03,0.454,1310499.0,5180262.0,Healthcare,Healthcare Plans
GLBE,47.97100067138672,8010773504.0,,-0.45,569946000.0,-133805000.0,,63.69,28.11,1.23,1524324.0,1401376.0,Consumer Cyclical,Internet Retail
WING,245.75999450683594,7044120576.0,66.242584,3.71,460055000.0,70175000.0,0.41,433.86,243.0581,1.785,801092.0,587201.0,Consumer Cyclical,Restaurants
PHG,24.97920036315918,26382032896.0,,-0.94,18169000000.0,-466000000.0,,32.91,19.75,,503831.0,611244.0,Healthcare,Medical Devices
PSN,60.619998931884766,3192200704.0,28.594341,2.12,5442749000.0,161149000.0,,114.68,60.42,0.726,1569634.0,1155201.0,Technology,Information Technology Services
CAVA,116.76000213623047,13378361344.0,284.7805,0.41,728700000.0,13280000.0,,172.43,48.55,,1307586.0,2320762.0,Consumer Cyclical,Restaurants
LPX,101.87000274658203,7155165696.0,17.295416,5.89,2581000000.0,178000000.0,1.1,122.87,67.47,1.944,453405.0,613813.0,Industrials,Building Products & Equipment
IESC,201.5,4031329792.0,18.761639,10.74,2884358000.0,219116000.0,,320.08,99.16,1.518,75590.0,223966.0,Industrials,Engineering & Construction
DAR,38.619998931884766,6142433792.0,22.323698,1.73,6788080000.0,647726000.0,,48.39,32.55,1.217,654245.0,2277077.0,Consumer Defensive,Packaged Foods
HRMY,34.939998626708984,1992673536.0,16.559242,2.11,582022000.0,128853000.0,,41.61,28.14,0.795,262367.0,546738.0,Healthcare,Biotechnology
JBSAY,10.90999984741211,12311171072.0,9.324786,1.17,353886234543.6,-965151030.8,9.55,14.22,8.17,0.366,19379.0,68305.0,Consumer Defensive,Packaged Foods
ALVO,11.729999542236328,3541803008.0,,-1.85,91434000.0,-551731000.0,,18.0,9.15,-0.191,35015.0,155920.0,Healthcare,Drug Manufacturers - Specialty & Generic
VTMX,24.829999923706055,2281730304.0,9.814229,2.53,,,2.73,41.44,23.22,0.503,54158.0,167491.0,Real Estate,Real Estate - Development
PPERY,12.640000343322754,29930764288.0,8.5986395,1.47,134799086000000.0,55782742000000.0,7.11,20.07,11.84,0.575,2695.0,146888.0,Financial Services,Banks - Regional
POWL,188.13999938964844,2269852672.0,14.274658,13.18,1012356000.0,149848000.0,0.55,364.98,122.0,0.864,215467.0,492669.0,Industrials,Electrical Equipment & Parts
GLNCY,8.1899995803833,54174715904.0,,-0.27,217829000000.0,4280000000.0,3.17,12.74,8.12,,115039.0,938147.0,Basic Materials,Other Industrial Metals & Mining
FLS,57.132598876953125,7490369536.0,26.697475,2.14,4320577000.0,186743000.0,1.42,65.08,41.6,1.434,554942.0,1264554.0,Industrials,Specialty Industrial Machinery
IOSP,102.30999755859375,2553626880.0,72.04929,1.42,1948800000.0,139100000.0,1.55,133.71,99.49,1.08,53537.0,128808.0,Basic Materials,Specialty Chemicals
MPNGY,41.349998474121094,131577765888.0,43.072918,0.96,276744954000.0,13855828000.0,,56.75,19.62,0.524,94826.0,444959.0,Consumer Cyclical,Internet Retail
TOL,114.27999877929688,11424343040.0,7.8759475,14.51,10846740000.0,1571195000.0,0.8,169.52,107.79,1.75,739096.0,1683667.0,Consumer Cyclical,Residential Construction
WIX,208.5749969482422,11253413888.0,88.00633,2.37,1561665000.0,33137000.0,,247.11,117.58,1.574,528625.0,721208.0,Technology,Software - Infrastructure
S,22.485000610351562,7225375232.0,,-0.94,621154000.0,-338693000.0,,29.29,14.33,0.753,2628095.0,4695144.0,Technology,Software - Infrastructure
ASAN,21.690000534057617,4961001984.0,,-1.12,652504000.0,-257030000.0,,27.77,11.045,1.109,831169.0,4071322.0,Technology,Software - Application
ALAB,86.66000366210938,14052178944.0,,-0.64,396290000.0,-83421000.0,,147.39,36.215,,2081220.0,5200852.0,Technology,Semiconductors
RNG,30.65999984741211,2759191552.0,,-1.05,2202429000.0,-165240000.0,,42.19,26.98,1.014,690638.0,1178677.0,Technology,Software - Application
ZETA,21.420000076293945,5086136320.0,,-0.68,728723000.0,-187481000.0,,38.2,9.965,1.172,3244208.0,6578255.0,Technology,Software - Infrastructure
W,44.900001525878906,5626823168.0,,-4.46,12003000000.0,-738000000.0,,76.175,37.35,3.439,5891371.0,3535676.0,Consumer Cyclical,Internet Retail
MOD,90.13500213623047,4738757632.0,30.348486,2.97,2407800000.0,161500000.0,,146.84,78.58,2.309,816308.0,995681.0,Consumer Cyclical,Auto Parts
IFF,79.19999694824219,20250013696.0,83.368416,0.95,11479000000.0,-2565000000.0,1.95,106.77,72.94,1.203,828660.0,1406676.0,Basic Materials,Specialty Chemicals
CLH,212.25,11440083968.0,28.566622,7.43,5409152000.0,377856000.0,,267.11,180.24,1.239,329735.0,347252.0,Industrials,Waste Management
SG,22.880800247192383,2646644992.0,,-0.78,584041000.0,-113384000.0,,45.12,11.165,2.383,1868040.0,2729549.0,Consumer Cyclical,Restaurants
BASFY,12.539999961853027,47141748736.0,89.57143,0.14,68902000000.0,225000000.0,7.24,14.89,10.57,1.206,8971.0,303193.0,Basic Materials,Chemicals
AFRM,73.45500183105469,23362803712.0,,-0.62,2322999000.0,-517757000.0,,82.527,22.25,3.663,3806874.0,6985572.0,Technology,Software - Infrastructure
FROG,39.119998931884766,4415787008.0,,-0.63,428488000.0,-69236000.0,,46.65,22.91,0.974,500242.0,1043013.0,Technology,Software - Application
KSPI,104.5999984741211,20743225344.0,10.315581,10.14,1890290000000.0,841351000000.0,7.01,143.72,86.24,-0.08,276915.0,237305.0,Technology,Software - Infrastructure
AMR,161.25999450683594,2098960128.0,5.913458,27.27,3471417000.0,721956000.0,0.81,452.0,159.7272,1.45,87266.0,187623.0,Basic Materials,Coking Coal
ANGPY,5.579999923706055,8848652288.0,23.25,0.24,108987000000.0,7059000000.0,3.15,7.69,4.8,1.119,23651.0,164049.0,Basic Materials,Other Precious Metals & Mining
ESAB,120.51000213623047,7284600832.0,27.0809,4.45,2774766000.0,205285000.0,0.26,135.97,88.535,1.313,186319.0,233591.0,Industrials,Metal Fabrication
BTSG,20.610000610351562,3588737024.0,,-0.22,8826175000.0,-154603000.0,,24.82,7.85,,664807.0,1450750.0,Healthcare,Health Information Services
AU,32.72999954223633,16480864256.0,14.047211,2.33,4582000000.0,-235000000.0,4.44,33.77,17.01,0.963,1474527.0,3146294.0,Basic Materials,Gold
VSCO,29.540000915527344,2322482176.0,15.071428,1.96,6182000000.0,109000000.0,,48.73,15.12,2.202,496442.0,2027489.0,Consumer Cyclical,Apparel Retail
HCMLY,21.040000915527344,58143412224.0,17.83051,1.18,27009000000.0,3060000000.0,2.94,22.18,15.54,1.026,531.0,93969.0,Basic Materials,Building Materials
CRDO,69.79499816894531,11672445952.0,,-0.14,192970000.0,-28369000.0,,86.69,16.82,2.094,3254574.0,4886871.0,Technology,Semiconductors
RBRK,70.23999786376953,13011537920.0,,-6.14,,,,80.0,28.34,,1456093.0,2747832.0,Technology,Software - Infrastructure
RNW,6.264999866485596,2271883264.0,125.299995,0.05,81319000000.0,3404000000.0,,7.49,5.15,,434681.0,1289930.0,Utilities,Utilities - Renewable
SNPS,498.07000732421875,77011091456.0,53.729233,9.27,6127436000.0,2263380000.0,,629.38,457.52,1.121,440538.0,1136933.0,Technology,Software - Infrastructure
CSAN,5.304999828338623,2548548352.0,6.3154764,0.84,39468497000.0,1094391000.0,6.6,14.89,4.95,1.094,176696.0,1215786.0,Energy,Oil & Gas Refining & Marketing
MBLY,17.3700008392334,14099681280.0,,-3.82,1654000000.0,-3090000000.0,,34.0,10.48,0.243,989566.0,6744193.0,Consumer Cyclical,Auto Parts
